"","Cell","Embryo","Div time","WT Div time","WT Div time SD","CC","WT CC","WT CC SD","CC Deviation","CC Z score","Terminal Cell Length","Terminal cell delta","Terminal Cell Z"
"ABplaaaa_X20220915_JIM712_ceh.32_L4","ABplaaaa","X20220915_JIM712_ceh.32_L4",175,169.786363636364,2.51098452604617,42.1,36.1681818181818,1.40047147286917,5.93181818181818,4.23558658404198,NA,NA,NA
"ABplaaapa_X20220915_JIM712_ceh.32_L4","ABplaaapa","X20220915_JIM712_ceh.32_L4",225.8,227.945454545455,3.50411014079008,48,54.9818181818182,1.94682558800984,-6.98181818181818,-3.5862576621234,NA,NA,NA
"ABplaapp_X20220915_JIM712_ceh.32_L4","ABplaapp","X20220915_JIM712_ceh.32_L4",169.7,166.154545454545,2.11428863928662,39.5,33.5363636363636,1.61615223662502,5.96363636363636,3.690021415365,NA,NA,NA
"ABplapppp_X20220915_JIM712_ceh.32_L4","ABplapppp","X20220915_JIM712_ceh.32_L4",225.8,228.531818181818,2.91913006670144,48,53.4863636363636,1.77047086944889,-5.48636363636363,-3.09881610086668,NA,NA,NA
"ABplpapaa_X20220915_JIM712_ceh.32_L4","ABplpapaa","X20220915_JIM712_ceh.32_L4",233.8,222.981818181818,2.5342673147304,61.4,51.4318181818182,1.67996212078509,9.96818181818182,5.93357534366516,NA,NA,NA
"ABplpapap_X20220915_JIM712_ceh.32_L4","ABplpapap","X20220915_JIM712_ceh.32_L4",228.4,219.759090909091,2.40151918008047,56,48.2181818181818,1.46340645124943,7.78181818181818,5.31760549174443,NA,NA,NA
"ABplppaap_X20220915_JIM712_ceh.32_L4","ABplppaap","X20220915_JIM712_ceh.32_L4",233.8,230.045454545455,2.79569861321472,56,50.3454545454545,1.18792627345675,5.65454545454546,4.76001379958648,NA,NA,NA
"ABpraaapppp_X20220915_JIM712_ceh.32_L4","ABpraaapppp","X20220915_JIM712_ceh.32_L4",337.5,347.522222222222,3.4899060796022,68.5,77.5666666666667,2.27046250794854,-9.06666666666666,-3.99331265542842,NA,NA,NA
"ABprapppp_X20220915_JIM712_ceh.32_L4","ABprapppp","X20220915_JIM712_ceh.32_L4",228.4,231.527272727273,3.04227073999196,48,54.9136363636364,1.945763518775,-6.91363636363636,-3.55317400954716,NA,NA,NA
"ABprpapppa_X20220915_JIM712_ceh.32_L4","ABprpapppa","X20220915_JIM712_ceh.32_L4",307.1,293.809090909091,3.62949676308531,86.7,73.3272727272727,2.83568784268042,13.3727272727273,4.71586719506008,NA,NA,NA
"C_X20220915_JIM712_ceh.32_L4","C","X20220915_JIM712_ceh.32_L4",65.4,66.4227272727273,2.16859221795897,10.2,17.8714285714286,1.44607844086787,-7.67142857142857,-5.30498785862855,NA,NA,NA
"Cappaa_X20220915_JIM712_ceh.32_L4","Cappaa","X20220915_JIM712_ceh.32_L4",277.1,309.831818181818,5.49080498596876,32.5,71.7045454545455,3.1513379279174,-39.2045454545455,-12.4406034361584,NA,NA,NA
"MS_X20220915_JIM712_ceh.32_L4","MS","X20220915_JIM712_ceh.32_L4",60.2,61.1409090909091,2.20684197783881,7.7,15.3238095238095,2.4794968767685,-7.62380952380952,-3.07474052306351,NA,NA,NA
"MSaapapa_X20220915_JIM712_ceh.32_L4","MSaapapa","X20220915_JIM712_ceh.32_L4",288,349.8875,4.54640752997038,54.1,118.4625,5.91292470537454,-64.3625,-10.885053202436,NA,NA,NA
"MSpapaaa_X20220915_JIM712_ceh.32_L4","MSpapaaa","X20220915_JIM712_ceh.32_L4",271.7,282.140909090909,3.71684186103114,51.2,59.4954545454545,2.64277582652484,-8.29545454545454,-3.13891721809896,NA,NA,NA
"MSpapppa_X20220915_JIM712_ceh.32_L4","MSpapppa","X20220915_JIM712_ceh.32_L4",288,346.811111111111,4.41883594525879,13.5,84.5222222222222,2.77388616284888,-71.0222222222222,-25.6038705457473,NA,NA,NA
"P3_X20220915_JIM712_ceh.32_L4","P3","X20220915_JIM712_ceh.32_L4",73,73.6227272727273,2.03257561639503,17.9,25.0857142857143,1.75079573745361,-7.18571428571429,-4.10425621447156,NA,NA,NA
"ABalaaaarl_X20220923_JIM712_ceh.32_L4","ABalaaaarl","X20220923_JIM712_ceh.32_L4",345.9,312.536363636364,5.68980252854639,117.9,78.9045454545455,4.00315081532241,38.9954545454545,9.74119046332106,NA,NA,NA
"ABalaaaarr_X20220923_JIM712_ceh.32_L4","ABalaaaarr","X20220923_JIM712_ceh.32_L4",330.9,313.013636363636,5.73263800777082,103,79.3954545454545,4.07506672720445,23.6045454545455,5.79243164215337,NA,NA,NA
"ABalaapaaa_X20220923_JIM712_ceh.32_L4","ABalaapaaa","X20220923_JIM712_ceh.32_L4",NA,333.371428571429,5.8902041980313,NA,97.3214285714286,4.88847602041759,NA,NA,127,29.6785714285714,6.07112959225198
"ABalaapaap_X20220923_JIM712_ceh.32_L4","ABalaapaap","X20220923_JIM712_ceh.32_L4",311.2,323.805,5.81228055612923,75.4,87.18,3.5420184551809,-11.78,-3.32578730152278,NA,NA,NA
"ABalaapap_X20220923_JIM712_ceh.32_L4","ABalaapap","X20220923_JIM712_ceh.32_L4",224.9,233.668181818182,3.7189842908843,44.3,52.15,1.77891084923439,-7.85,-4.41281248207492,NA,NA,NA
"ABalaapapp_X20220923_JIM712_ceh.32_L4","ABalaapapp","X20220923_JIM712_ceh.32_L4",314.4,308.490909090909,6.61951725264075,88,73.1590909090909,3.92957759645742,14.8409090909091,3.77671867436551,NA,NA,NA
"ABalaappa_X20220923_JIM712_ceh.32_L4","ABalaappa","X20220923_JIM712_ceh.32_L4",220.2,228.772727272727,2.61099904582825,44.1,53.1545454545455,1.94562446156871,-9.05454545454545,-4.65379914438626,NA,NA,NA
"ABalaapppa_X20220923_JIM712_ceh.32_L4","ABalaapppa","X20220923_JIM712_ceh.32_L4",275.5,314.981818181818,5.81563052828826,55.2,91.7136363636364,5.97050651552681,-36.5136363636364,-6.11566812106805,NA,NA,NA
"ABalaapppp_X20220923_JIM712_ceh.32_L4","ABalaapppp","X20220923_JIM712_ceh.32_L4",329.3,288.254545454545,3.86075828632855,109,64.9909090909091,2.32479575977661,44.0090909090909,18.9303041886654,NA,NA,NA
"ABalapaaap_X20220923_JIM712_ceh.32_L4","ABalapaaap","X20220923_JIM712_ceh.32_L4",314.4,300.331818181818,3.15449586397639,81.7,70.7409090909091,2.95774352391257,10.9590909090909,3.70522015194677,NA,NA,NA
"ABalapaapp_X20220923_JIM712_ceh.32_L4","ABalapaapp","X20220923_JIM712_ceh.32_L4",302.9,290.5,3.98556920712235,78,64.8727272727273,3.20389373496299,13.1272727272727,4.0972871802892,NA,NA,NA
"ABalapappp_X20220923_JIM712_ceh.32_L4","ABalapappp","X20220923_JIM712_ceh.32_L4",307.8,293.05,4.58753487076405,89.2,74.1045454545455,2.86696741601682,15.0954545454545,5.26530384026031,NA,NA,NA
"ABalapppap_X20220923_JIM712_ceh.32_L4","ABalapppap","X20220923_JIM712_ceh.32_L4",314.4,283.104545454545,3.28843243488259,91,63.7363636363636,2.16168925447217,27.2636363636364,12.6121903540171,NA,NA,NA
"ABalpaaaaa_X20220923_JIM712_ceh.32_L4","ABalpaaaaa","X20220923_JIM712_ceh.32_L4",329.3,306.322727272727,5.72471099858465,91.9,73.3818181818182,4.23282370726641,18.5181818181818,4.37490032632165,NA,NA,NA
"ABalpaaaap_X20220923_JIM712_ceh.32_L4","ABalpaaaap","X20220923_JIM712_ceh.32_L4",347.6,316.554545454545,6.56917239643062,110.3,83.6136363636364,4.94919863205823,26.6863636363636,5.39205750674539,NA,NA,NA
"ABalpaaap_X20220923_JIM712_ceh.32_L4","ABalpaaap","X20220923_JIM712_ceh.32_L4",238.9,229.377272727273,3.01913450514765,59.8,51.2636363636364,1.5646528458858,8.53636363636363,5.45575567053721,NA,NA,NA
"ABalpaaapa_X20220923_JIM712_ceh.32_L4","ABalpaaapa","X20220923_JIM712_ceh.32_L4",349.3,313.97619047619,5.18120688275471,108.8,82.9809523809524,3.61560770101224,25.8190476190476,7.14099807117326,NA,NA,NA
"ABalpaaapp_X20220923_JIM712_ceh.32_L4","ABalpaaapp","X20220923_JIM712_ceh.32_L4",340.9,311.913636363636,6.04950178621941,100.4,80.9409090909091,4.74980291229307,19.4590909090909,4.09682070359771,NA,NA,NA
"ABalpaapap_X20220923_JIM712_ceh.32_L4","ABalpaapap","X20220923_JIM712_ceh.32_L4",269,261.918181818182,3.78161421361382,58,49.5590909090909,2.15000755057569,8.44090909090909,3.92599044066099,NA,NA,NA
"ABalpapaaa_X20220923_JIM712_ceh.32_L4","ABalpapaaa","X20220923_JIM712_ceh.32_L4",309.5,289.545454545455,3.57527584986074,80,66.1272727272727,2.45418628124075,13.8727272727273,5.65267900760724,NA,NA,NA
"ABalpapapp_X20220923_JIM712_ceh.32_L4","ABalpapapp","X20220923_JIM712_ceh.32_L4",317.7,300.840909090909,3.51075342489181,89.7,78.2818181818182,3.56793075467138,11.4181818181818,3.20022517343767,NA,NA,NA
"ABalpapppp_X20220923_JIM712_ceh.32_L4","ABalpapppp","X20220923_JIM712_ceh.32_L4",273.8,264.313636363636,3.31695434807086,58.2,50.5727272727273,2.14901568125233,7.62727272727273,3.54919361166689,NA,NA,NA
"ABaraapppp_X20220923_JIM712_ceh.32_L4","ABaraapppp","X20220923_JIM712_ceh.32_L4",327.6,310.15,5.33860602458304,112,91.1818181818182,5.13462906006029,20.8181818181818,4.05446655925275,NA,NA,NA
"ABarapaaaa_X20220923_JIM712_ceh.32_L4","ABarapaaaa","X20220923_JIM712_ceh.32_L4",322.7,304.709090909091,5.37497810324746,93.2,75.8409090909091,3.63719660373194,17.3590909090909,4.77265674648427,NA,NA,NA
"ABarapaapa_X20220923_JIM712_ceh.32_L4","ABarapaapa","X20220923_JIM712_ceh.32_L4",337.6,313.809090909091,7.51486837897024,118.9,93.7863636363636,5.21876608792917,25.1136363636364,4.812178959644,NA,NA,NA
"ABarapappa_X20220923_JIM712_ceh.32_L4","ABarapappa","X20220923_JIM712_ceh.32_L4",352.6,326.8,4.79386181602172,138.6,113.410526315789,4.58486577252233,25.1894736842105,5.49404823041367,NA,NA,NA
"ABarpapaaa_X20220923_JIM712_ceh.32_L4","ABarpapaaa","X20220923_JIM712_ceh.32_L4",288.4,314.380952380952,4.85227977837418,63.4,90.8857142857143,4.46601452239978,-27.4857142857143,-6.15441668356803,NA,NA,NA
"ABarppaa_X20220923_JIM712_ceh.32_L4","ABarppaa","X20220923_JIM712_ceh.32_L4",180.6,174.995454545455,2.07627809696359,47.4,39.7045454545455,1.6190759483134,7.69545454545455,4.7529917008964,NA,NA,NA
"ABplaa_X20220923_JIM712_ceh.32_L4","ABplaa","X20220923_JIM712_ceh.32_L4",100.8,100.713636363636,1.38333463724969,20.6,25.6954545454545,1.3178182809648,-5.09545454545454,-3.86658359430563,NA,NA,NA
"ABplpaaaaa_X20220923_JIM712_ceh.32_L4","ABplpaaaaa","X20220923_JIM712_ceh.32_L4",306.3,297.581818181818,5.36058244557847,87.6,76.8409090909091,3.37140059787353,10.7590909090909,3.19128225695785,NA,NA,NA
"ABplpaaapa_X20220923_JIM712_ceh.32_L4","ABplpaaapa","X20220923_JIM712_ceh.32_L4",329.3,316.314285714286,5.37543353733313,107.5,94.1809523809524,4.13782781754135,13.3190476190476,3.21885013257068,NA,NA,NA
"ABplpapapa_X20220923_JIM712_ceh.32_L4","ABplpapapa","X20220923_JIM712_ceh.32_L4",298,290.290909090909,3.96639563990966,77.8,68.8909090909091,2.63382920423027,8.90909090909091,3.3825621246745,NA,NA,NA
"ABplppaapa_X20220923_JIM712_ceh.32_L4","ABplppaapa","X20220923_JIM712_ceh.32_L4",334.2,315.904761904762,4.39948590070205,106.3,84.552380952381,3.90891532878611,21.747619047619,5.5635943013308,NA,NA,NA
"ABpraaaa_X20220923_JIM712_ceh.32_L4","ABpraaaa","X20220923_JIM712_ceh.32_L4",179,175.631818181818,2.61358836771289,45.8,40.6545454545455,1.70872474662839,5.14545454545454,3.01128344726523,NA,NA,NA
"ABpraaaapa_X20220923_JIM712_ceh.32_L4","ABpraaaapa","X20220923_JIM712_ceh.32_L4",322.7,301.690909090909,4.26747489639272,96.3,77.2409090909091,3.35781378577095,19.0590909090909,5.67604165241551,NA,NA,NA
"ABpraaapppp_X20220923_JIM712_ceh.32_L4","ABpraaapppp","X20220923_JIM712_ceh.32_L4",NA,347.522222222222,3.4899060796022,NA,77.5666666666667,2.27046250794854,NA,NA,85.1,7.53333333333333,3.31797301517214
"ABprpaapap_X20220923_JIM712_ceh.32_L4","ABprpaapap","X20220923_JIM712_ceh.32_L4",306.3,299.722727272727,3.96603818368645,86,75.9818181818182,3.00676006036499,10.0181818181818,3.33188602251346,NA,NA,NA
"ABprpaappa_X20220923_JIM712_ceh.32_L4","ABprpaappa","X20220923_JIM712_ceh.32_L4",294.8,292.009090909091,3.62187916115497,79.2,71.8590909090909,2.36817371686428,7.34090909090909,3.09981866559573,NA,NA,NA
"ABprpaappp_X20220923_JIM712_ceh.32_L4","ABprpaappp","X20220923_JIM712_ceh.32_L4",293.3,289.65,4.35439023121657,77.6,69.5,2.42212028327799,8.09999999999999,3.34417743657132,NA,NA,NA
"ABprppaa_X20220923_JIM712_ceh.32_L4","ABprppaa","X20220923_JIM712_ceh.32_L4",170,178.327272727273,1.78116650332138,35.4,41.0227272727273,1.65124248116433,-5.62272727272727,-3.40514935684222,NA,NA,NA
"ABprppappp_X20220923_JIM712_ceh.32_L4","ABprppappp","X20220923_JIM712_ceh.32_L4",335.9,322.2,4.10609303352955,104.8,90.7272727272727,4.22207146385367,14.0727272727273,3.33313336669164,NA,NA,NA
"Caaap_X20220923_JIM712_ceh.32_L4","Caaap","X20220923_JIM712_ceh.32_L4",223.3,214.868181818182,6.13812336480446,54.7,46.1909090909091,2.75195326145753,8.50909090909092,3.09201868660524,NA,NA,NA
"Cpppp_X20220923_JIM712_ceh.32_L4","Cpppp","X20220923_JIM712_ceh.32_L4",232.6,236.354545454545,3.92206545108536,50.5,57.9409090909091,2.3534491589416,-7.44090909090909,-3.16170377534538,NA,NA,NA
"Dppp_X20220923_JIM712_ceh.32_L4","Dppp","X20220923_JIM712_ceh.32_L4",259.4,267.563636363636,4.9662235776671,51.5,59.5863636363636,2.63769297728607,-8.08636363636364,-3.06569555516796,NA,NA,NA
"MSaaaaapa_X20220923_JIM712_ceh.32_L4","MSaaaaapa","X20220923_JIM712_ceh.32_L4",NA,345.3625,5.26713191133738,NA,74.125,4.42839861413968,NA,NA,97,22.875,5.16552415289832
"MSaapapp_X20220923_JIM712_ceh.32_L4","MSaapapp","X20220923_JIM712_ceh.32_L4",299.7,294.436363636364,4.47166161239394,74.8,63.0681818181818,2.48545988149292,11.7318181818182,4.72018006372781,NA,NA,NA
"MSap_X20220923_JIM712_ceh.32_L4","MSap","X20220923_JIM712_ceh.32_L4",114,114.568181818182,1.47725174810278,23.4,28.7636363636364,1.59539380257082,-5.36363636363636,-3.36195135959121,NA,NA,NA
"MSpaaapa_X20220923_JIM712_ceh.32_L4","MSpaaapa","X20220923_JIM712_ceh.32_L4",321,309.713636363636,3.37657130329478,100.8,84.2681818181818,3.4438884949092,16.5318181818182,4.80033491393688,NA,NA,NA
"MSppaaa_X20220923_JIM712_ceh.32_L4","MSppaaa","X20220923_JIM712_ceh.32_L4",232.6,237.036363636364,3.16371473257165,41.4,46.4363636363636,1.56617381950422,-5.03636363636364,-3.21571180263882,NA,NA,NA
"P3_X20220923_JIM712_ceh.32_L4","P3","X20220923_JIM712_ceh.32_L4",78.6,73.6227272727273,2.03257561639503,19,25.0857142857143,1.75079573745361,-6.08571428571429,-3.47597047189838,NA,NA,NA
