"Cells","CellNames.Cells.","CellTimes.Cells.","X1","X2","X3","X4","X20221004_JIM712_ceh.32_L4","X20221004_JIM712_ceh.32_L2","X20220915_JIM712_ceh.32_L4","X20220923_JIM712_ceh.32_L4","X20220915_JIM712_ceh.32_L4.1","X20220923_JIM712_ceh.32_L4.1","X20221004_JIM712_ceh.32_L2.1","X20221004_JIM712_ceh.32_L4.1"
"Dappp",NA,268,0,0,0,0,0,0,0,0,0,0,0,0
"Dapppa","mu_bod",363,NA,NA,NA,NA,0,0,0,0,NA,0,NA,NA
"Dapppp","mu_bod",363,NA,NA,NA,NA,0,0,0,0,NA,0,NA,NA
"Dp",NA,114,0,0,0,0,0,0,0,0,0,0,0,0
"Dpa",NA,161,0,0,0,0,0,0,0,0,0,0,0,0
"Dpaa",NA,213,0,0,0,0,0,0,0,0,0,0,0,0
"Dpaaa","mu_bod",279,NA,NA,NA,NA,0,0,0,0,0,0,1,0
"Dpaap","mu_bod",279,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"Dpap",NA,213,0,0,0,0,0,0,0,0,0,0,0,0
"Dpapa","mu_bod",280,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"Dpapp","mu_bod",280,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"Dpp",NA,161,0,0,0,0,0,0,0,0,0,0,0,0
"Dppa",NA,207,0,0,0,0,0,0,0,0,0,0,0,0
"Dppaa","mu_bod",274,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"Dppap","mu_bod",274,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"Dppp",NA,207,0,0,0,0,0,0,0,0,0,0,0,0
"Dpppa",NA,269,0,0,0,0,0,0,0,0,0,0,0,0
"Dpppaa","mu_bod",353,NA,NA,NA,NA,0,0,0,0,NA,0,0,NA
"Dpppap","mu_bod",353,NA,NA,NA,NA,0,0,0,0,NA,0,0,NA
"Dpppp",NA,269,0,0,0,0,0,0,0,0,0,0,0,0
"Dppppa","mu_bod",400,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
"Dppppp","mu_bod",400,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
"E",NA,46,0,0,0,0,0,0,0,0,0,0,0,0
"EMS",NA,23,0,0,0,0,0,0,0,0,0,0,0,0
"Ea",NA,63,0,0,0,0,0,0,0,0,0,0,0,0
"Eal",NA,108,0,0,0,0,0,0,0,0,0,0,0,0
"Eala",NA,155,0,0,0,0,0,0,0,0,0,0,0,0
"Ealaa",NA,224,0,0,0,0,0,0,0,0,0,0,1,0
"Ealaad","int",400,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
"Ealaav","int",400,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
"Ealap","int",224,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"Ealapa",NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
"Ealapp",NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
"Ealp",NA,155,0,0,0,0,0,0,0,0,0,0,0,0
"Ealpa","int",227,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"Ealpp","int",227,NA,NA,NA,NA,0,0,0,0,1,0,0,0
"Ealppa",NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
"Ealppp",NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
"Ear",NA,108,0,0,0,0,0,0,0,0,0,0,0,0
"Eara",NA,157,0,0,0,0,0,0,0,0,0,0,0,0
"Earaa",NA,230,0,0,0,0,0,0,0,0,0,0,0,0
"Earaad","int",400,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
"Earaav","int",400,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
"Earap","int",230,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"Earapa",NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
"Earapp",NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
"Earp",NA,157,0,0,0,0,0,0,0,0,0,0,0,0
"Earpa","int",232,NA,1,NA,NA,0,1,0,0,1,0,0,0
"Earpaa",NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,NA,NA
"Earpap",NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,NA,NA
"Earpp","int",232,NA,1,NA,NA,0,1,0,0,0,0,0,0
"Earppa",NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,NA,NA
"Earppp",NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,NA,NA
"Ep",NA,63,0,0,0,0,0,0,0,0,0,0,0,0
"Epl",NA,110,0,0,0,0,0,0,0,0,0,0,0,0
"Epla",NA,160,0,0,0,0,0,0,0,0,0,0,0,0
"Eplaa","int",232,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"Eplaaa",NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
"Eplaap",NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
"Eplap","int",232,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"Eplapa",NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
"Eplapp",NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
"Eplp",NA,160,0,0,0,0,0,0,0,0,0,0,0,0
"Eplpa","int",238,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"Eplpaa",NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
"Eplpap",NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
"Eplpp",NA,238,0,0,0,0,0,0,0,0,0,0,0,0
"Eplppa","int",400,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
"Eplppaa",NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
"Eplppap",NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
"Eplppp","int",400,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
"Eplpppa",NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
"Eplpppp",NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
"Epr",NA,110,0,0,0,0,0,0,0,0,0,0,0,0
"Epra",NA,161,0,0,0,0,0,0,0,0,0,0,0,0
"Epraa","int",235,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"Epraaa",NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
"Epraap",NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
"Eprap","int",235,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"Eprapa",NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
"Eprapp",NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
"Eprp",NA,161,0,0,0,0,0,0,0,0,0,0,0,0
"Eprpa","int",241,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"Eprpaa",NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
"Eprpap",NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
"Eprpp",NA,241,0,0,0,0,0,0,0,0,0,0,0,0
"Eprppa","int",400,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
"Eprppaa",NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
"Eprppap",NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
"Eprppp","int",400,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
"Eprpppa",NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
"Eprpppp",NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
"MS",NA,46,0,0,0,0,0,0,0,0,0,0,0,0
"MSa",NA,62,0,0,0,0,0,0,0,0,0,0,0,0
"MSaa",NA,85,0,0,0,0,0,0,0,0,0,0,0,0
"MSaaa",NA,113,0,0,0,0,0,0,0,0,0,0,0,0
"MSaaaa",NA,145,0,0,0,0,0,0,0,0,0,0,0,0
"MSaaaaa",NA,179,0,0,0,0,0,0,0,0,0,0,0,0
"MSaaaaaa",NA,221,0,0,0,0,0,0,0,0,0,1,0,0
"MSaaaaaal","GLRDL",400,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
"MSaaaaaar","GLRDR",400,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
"MSaaaaap",NA,221,0,0,0,0,0,0,0,0,0,0,0,0
"MSaaaaapa",NA,271,0,0,0,1,0,0,0,1,0,0,1,0
"MSaaaaapaa","I3",346,NA,NA,NA,NA,0,0,0,1,NA,NA,NA,NA
"MSaaaaapap","g1P",346,NA,NA,NA,NA,0,0,0,1,NA,NA,NA,NA
"MSaaaaapp","m4DL",271,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"MSaaaap",NA,179,0,0,0,0,0,0,0,0,0,0,0,0
"MSaaaapa",NA,225,0,0,0,0,0,0,0,0,0,0,0,0
"MSaaaapaa","I4",287,NA,NA,NA,NA,0,0,0,0,0,0,1,1
"MSaaaapap","m5DL",287,NA,NA,NA,NA,0,0,0,0,0,0,0,1
"MSaaaapp",NA,225,0,0,0,0,0,0,0,0,0,0,0,0
"MSaaaappa","death",300,NA,NA,NA,NA,0,0,0,0,NA,0,1,0
"MSaaaappp","m7D",300,NA,NA,NA,NA,0,0,0,0,NA,0,1,0
"MSaaap",NA,145,0,0,0,0,0,0,0,0,0,0,0,0
"MSaaapa",NA,183,0,0,0,0,0,0,0,0,0,0,0,0
"MSaaapaa",NA,223,0,0,0,0,0,0,0,0,0,0,0,0
"MSaaapaaa","m3DL",278,NA,NA,NA,NA,0,0,0,0,0,0,1,0
"MSaaapaap","m4L",278,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"MSaaapap",NA,223,0,0,0,0,0,0,0,0,0,0,0,0
"MSaaapapa","mc3DL",285,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"MSaaapapp","m8",285,NA,NA,NA,NA,0,0,0,0,0,0,1,0
"MSaaapp",NA,183,0,0,0,0,0,0,0,0,0,0,0,0
"MSaaappa","death",259,NA,NA,NA,NA,0,0,0,0,1,0,0,0
"MSaaappp","vpi3D",259,NA,NA,NA,NA,0,0,0,0,1,0,1,0
"MSaap",NA,113,0,0,0,0,0,0,0,0,0,0,0,0
"MSaapa",NA,145,0,0,0,0,0,0,0,0,0,0,0,0
"MSaapaa",NA,179,0,0,0,0,0,0,0,0,0,0,0,0
"MSaapaaa",NA,221,0,0,0,0,0,0,0,0,0,0,0,0
"MSaapaaaa","m4VL",282,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"MSaapaaap","m5VL",282,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"MSaapaap",NA,221,0,0,0,0,0,0,0,0,0,0,0,0
"MSaapaapa",NA,276,0,0,0,0,0,0,0,0,0,0,0,0
"MSaapaapaa","g1AL",400,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
"MSaapaapap","death",400,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
"MSaapaapp","m7VL",276,NA,NA,NA,NA,0,0,0,0,1,0,1,0
"MSaapap",NA,179,0,0,0,0,0,0,0,0,0,0,0,0
"MSaapapa",NA,231,0,0,1,0,0,0,1,0,0,0,0,0
"MSaapapaa","g2L",351,NA,NA,NA,NA,0,0,1,0,0,0,0,NA
"MSaapapap","death",351,NA,NA,NA,NA,0,0,1,0,1,0,0,NA
"MSaapapp",NA,231,0,0,0,0,0,0,0,0,0,0,0,0
"MSaapappa","m6VL",295,NA,NA,NA,NA,0,0,0,0,NA,1,0,0
"MSaapappp","vpi2DL",295,NA,NA,NA,NA,0,0,0,0,NA,0,0,0
"MSaapp",NA,145,0,0,0,0,0,0,0,0,0,0,0,0
"MSaappa",NA,189,0,0,0,0,0,0,0,0,0,0,0,0
"MSaappaa","vpi2V",276,NA,NA,NA,NA,0,0,0,0,0,0,1,0
"MSaappap","vpi3V",276,NA,NA,NA,NA,0,0,0,0,0,0,1,0
"MSaappp",NA,189,0,0,0,0,0,0,0,0,0,0,0,0
"MSaapppa",NA,266,0,0,0,0,0,0,0,0,0,0,0,0
"MSaapppaa","mu_bod",351,NA,NA,NA,NA,0,0,0,0,NA,0,0,NA
"MSaapppap","mu_bod",351,NA,NA,NA,NA,0,0,0,0,NA,0,0,NA
"MSaapppp",NA,266,0,0,0,0,0,0,0,0,0,0,0,0
"MSaappppa","mu_bod",400,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
"MSaappppp","mu_bod",400,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
"MSap",NA,85,0,0,0,0,0,0,0,0,0,0,0,0
"MSapa",NA,116,0,0,0,0,0,0,0,0,0,0,0,0
"MSapaa",NA,149,0,0,0,0,0,0,0,0,0,0,0,0
"MSapaaa",NA,189,0,0,0,0,0,0,0,0,0,0,0,0
"MSapaaaa",NA,239,0,0,0,0,0,0,0,0,0,0,0,0
"MSapaaaad","GLRL",400,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
"MSapaaaav","GLRVL",400,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
"MSapaaap","mu_bod",239,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"MSapaap",NA,189,0,0,0,0,0,0,0,0,0,0,0,0
"MSapaapa","death",261,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"MSapaapp","M",261,NA,NA,NA,NA,0,0,0,0,0,0,1,0
"MSapap",NA,149,0,0,0,0,0,0,0,0,0,0,0,0
"MSapapa",NA,189,0,0,0,0,0,0,0,0,0,0,0,0
"MSapapaa",NA,239,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"MSapapaaa","ccAL",400,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
"MSapapaap","ccPL",400,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
"MSapapap","mu_bod",239,NA,NA,NA,NA,0,0,0,0,0,0,1,0
"MSapapp",NA,189,0,0,0,0,0,0,0,0,0,0,0,0
"MSapappa","mu_bod",249,NA,NA,NA,NA,0,0,0,0,1,0,0,0
"MSapappp","mu_bod",249,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"MSapp",NA,116,0,0,0,0,0,0,0,0,0,0,0,0
"MSappa",NA,150,0,0,0,0,0,0,0,0,0,0,0,0
"MSappaa",NA,196,0,0,0,0,0,0,0,0,0,0,0,0
"MSappaaa","hmc",263,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"MSappaap","Z4",263,NA,NA,NA,NA,0,0,0,0,1,0,1,0
"MSappap",NA,196,0,0,0,0,0,0,0,0,0,0,0,0
"MSappapa","death",273,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"MSappapp","mu_bod",273,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"MSappp",NA,150,0,0,0,0,0,0,0,0,0,0,0,0
"MSapppa",NA,200,0,0,0,0,0,0,0,0,0,0,0,0
"MSapppaa","mu_bod",260,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"MSapppap","mu_bod",260,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"MSapppp",NA,200,0,0,0,0,0,0,0,0,0,0,0,0
"MSappppa","mu_bod",265,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"MSappppp","mu_bod",265,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"MSp",NA,62,0,0,0,0,0,0,0,0,0,0,0,0
"MSpa",NA,85,0,0,0,0,0,0,0,0,0,0,0,0
"MSpaa",NA,113,0,0,0,0,0,0,0,0,0,0,0,0
"MSpaaa",NA,146,0,0,0,0,0,0,0,0,0,0,0,0
"MSpaaaa",NA,180,0,0,0,0,0,0,0,0,0,0,0,0
"MSpaaaaa",NA,222,0,0,0,0,0,0,0,0,0,0,1,0
"MSpaaaaaa","M4",320,NA,NA,NA,NA,0,0,0,0,NA,1,1,0
"MSpaaaaap","death",320,NA,NA,NA,NA,0,0,0,0,NA,1,0,0
"MSpaaaap",NA,222,0,0,0,0,0,0,0,0,0,0,0,0
"MSpaaaapa","m3DR",278,NA,NA,NA,NA,0,0,0,0,0,1,0,0
"MSpaaaapp","m4DR",278,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"MSpaaap",NA,180,0,0,0,0,0,0,0,0,0,0,0,0
"MSpaaapa",NA,225,0,0,0,0,0,0,0,0,0,0,1,0
"MSpaaapaa","I6",311,NA,NA,NA,NA,0,0,0,0,NA,0,1,0
"MSpaaapap","M5",311,NA,NA,NA,NA,0,0,0,0,NA,0,1,1
"MSpaaapp",NA,225,0,0,0,0,0,0,0,0,0,0,0,0
"MSpaaappa","m5DR",281,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"MSpaaappp","m6D",281,NA,NA,NA,NA,0,0,0,0,0,1,0,0
"MSpaap",NA,146,0,0,0,0,0,0,0,0,0,0,0,0
"MSpaapa",NA,187,0,0,0,0,0,0,0,0,0,0,0,0
"MSpaapaa",NA,231,0,0,0,0,0,0,0,0,0,0,0,0
"MSpaapaaa","M1",319,NA,NA,NA,NA,0,0,0,0,NA,0,1,0
"MSpaapaap","death",319,NA,NA,NA,NA,0,0,0,0,NA,0,1,0
"MSpaapap",NA,231,0,0,0,0,0,0,0,0,0,0,0,0
"MSpaapapa","mc3DR",291,NA,NA,NA,NA,0,0,0,0,NA,0,0,0
"MSpaapapp","vpi1",291,NA,NA,NA,NA,0,0,0,0,NA,0,1,0
"MSpaapp","death",187,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"MSpap",NA,113,0,0,0,0,0,0,0,0,0,0,0,0
"MSpapa",NA,146,0,0,0,0,0,0,0,0,0,0,0,0
"MSpapaa",NA,180,0,0,0,0,0,0,0,0,0,0,0,0
"MSpapaaa",NA,222,0,0,0,0,0,0,0,0,0,0,0,0
"MSpapaaaa","m4VR",283,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"MSpapaaap","m5VR",283,NA,NA,NA,NA,0,0,0,0,1,0,0,0
"MSpapaap",NA,222,0,0,0,0,0,0,0,0,0,0,0,0
"MSpapaapa",NA,277,0,0,0,0,0,0,0,0,0,0,0,0
"MSpapaapaa","g1AR",400,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
"MSpapaapap","death",400,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
"MSpapaapp","m7VR",277,NA,NA,NA,NA,0,0,0,0,0,0,1,0
"MSpapap",NA,180,0,0,0,0,0,0,0,0,0,0,0,0
"MSpapapa",NA,231,0,0,0,0,0,0,0,0,0,0,0,0
"MSpapapaa","g2R",343,NA,NA,NA,NA,0,0,0,0,NA,0,1,NA
"MSpapapap","death",343,NA,NA,NA,NA,0,0,0,0,NA,0,0,NA
"MSpapapp",NA,231,0,0,0,0,0,0,0,0,0,0,0,0
"MSpapappa","m6VR",295,NA,NA,NA,NA,0,0,0,0,0,0,1,0
"MSpapappp","vpi2DR",295,NA,NA,NA,NA,0,0,0,0,0,0,1,0
"MSpapp",NA,146,0,0,0,0,0,0,0,0,0,0,0,0
"MSpappa",NA,189,0,0,0,0,0,0,0,0,0,0,0,0
"MSpappaa","mu_bod",279,NA,NA,NA,NA,0,0,0,0,NA,0,1,0
"MSpappap","mu_bod",279,NA,NA,NA,NA,0,0,0,0,NA,0,0,0
"MSpappp",NA,189,0,0,0,0,0,0,0,0,0,0,0,0
"MSpapppa",NA,263,0,0,1,0,0,0,1,0,0,0,0,0
"MSpapppaa","mu_bod",348,NA,NA,NA,NA,0,0,1,0,0,0,0,NA
"MSpapppap","mu_bod",348,NA,NA,NA,NA,0,0,1,0,0,0,0,NA
"MSpapppp",NA,263,0,0,0,0,0,0,0,0,0,0,0,0
"MSpappppa","mu_bod",400,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
"MSpappppp","mu_bod",400,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
"MSpp",NA,85,0,0,0,0,0,0,0,0,0,0,0,0
"MSppa",NA,116,0,0,0,0,0,0,0,0,0,0,0,0
"MSppaa",NA,150,0,0,0,0,0,0,0,0,0,0,0,0
"MSppaaa",NA,190,0,0,0,0,0,0,0,0,0,0,0,0
"MSppaaaa",NA,238,0,0,0,0,0,0,0,0,0,0,0,0
"MSppaaaad","GLRR",400,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
"MSppaaaav","GLRVR",400,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
"MSppaaap","mu_bod",238,NA,NA,NA,NA,0,0,0,0,0,0,1,0
"MSppaap",NA,190,0,0,0,0,0,0,0,0,0,0,0,0
"MSppaapa","death",263,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"MSppaapp","mu_int_R",263,NA,NA,NA,NA,0,0,0,0,0,0,1,0
"MSppap",NA,150,0,0,0,0,0,0,0,0,0,0,0,0
"MSppapa",NA,189,0,0,0,0,0,0,0,0,0,0,0,0
"MSppapaa",NA,238,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"MSppapaaa","ccAR",400,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
"MSppapaap","ccPR",400,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
"MSppapap","mu_bod",238,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"MSppapp",NA,189,0,0,0,0,0,0,0,0,0,0,0,0
"MSppappa","mu_bod",248,NA,NA,NA,NA,0,0,0,0,0,0,1,0
"MSppappp","mu_bod",248,NA,NA,NA,NA,0,0,0,0,0,0,1,0
"MSppp",NA,116,0,0,0,0,0,0,0,0,0,0,0,0
"MSpppa",NA,150,0,0,0,0,0,0,0,0,0,0,0,0
"MSpppaa",NA,194,0,0,0,0,0,0,0,0,0,0,0,0
"MSpppaaa","death",261,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"MSpppaap","Z1",261,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"MSpppap",NA,194,0,0,0,0,0,0,0,0,0,0,0,0
"MSpppapa","death",268,NA,NA,NA,NA,0,0,0,0,0,0,1,0
"MSpppapp","mu_bod",268,NA,NA,NA,NA,0,0,0,0,0,0,1,0
"MSpppp",NA,150,0,0,0,0,0,0,0,0,0,0,0,0
"MSppppa",NA,200,0,0,0,0,0,0,0,0,0,0,0,0
"MSppppaa","mu_bod",261,NA,NA,NA,NA,0,0,0,0,0,0,0,1
"MSppppap","mu_bod",261,NA,NA,NA,NA,0,0,0,0,0,0,1,0
"MSppppp",NA,200,0,0,0,0,0,0,0,0,0,0,0,0
"MSpppppa","mu_bod",266,NA,NA,NA,NA,0,0,0,0,0,0,1,1
"MSpppppp","mu_bod",266,NA,NA,NA,NA,0,0,0,0,0,0,0,1
"P0",NA,NA,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
"P1",NA,3,0,0,0,0,0,0,0,0,0,0,0,0
"P2",NA,23,0,0,0,0,0,0,0,0,0,0,0,0
"P3",NA,49,0,0,0,0,0,0,0,0,0,0,0,0
"P4",NA,75,0,0,0,0,0,0,0,0,0,0,0,0
"Z2","Z2",142,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"Z3","Z3",142,NA,NA,NA,NA,0,0,0,0,0,0,0,0
"ABplaappppa",NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
"ABplaappppp",NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
"MSpppappa",NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
"MSpppappp",NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
"P",NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
