"Cells","Names","Birth Times","peak exp","CC X20230222_JIM188_tbx.9_die.1_L1","CC X20230223_JIM188_tbx.9_die.1_L4","CC X20230224_RW10265_tbx.8_die.1_L1","CC X20230224_RW10265_tbx.8_die.1_L3","CC X20230224_RW10265_tbx.8_die.1_L4","Position X20230222_JIM188_tbx.9_die.1_L1","Position X20230223_JIM188_tbx.9_die.1_L4","Position X20230224_RW10265_tbx.8_die.1_L1","Position X20230224_RW10265_tbx.8_die.1_L3","Position X20230224_RW10265_tbx.8_die.1_L4","Angle X20230222_JIM188_tbx.9_die.1_L1","Angle X20230223_JIM188_tbx.9_die.1_L4","Angle X20230224_RW10265_tbx.8_die.1_L1","Angle X20230224_RW10265_tbx.8_die.1_L3","Angle X20230224_RW10265_tbx.8_die.1_L4"
"ABarpappaa","XXXR",228,7337,NA,NA,NA,NA,NA,0,1,0,1,1,NA,NA,NA,NA,NA
"ABarpappap","hyp5",228,10586,NA,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA
"ABarpappp",NA,171,9166,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ABarpapppa","HOR",222,9166,NA,NA,NA,NA,NA,0,1,0,1,0,NA,NA,NA,NA,NA
"ABarpapppp","H1R",222,11416,NA,NA,NA,NA,NA,0,1,0,1,1,NA,NA,NA,NA,NA
"ABarpp",NA,75,2604,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"ABarppa",NA,105,2604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABarppaa",NA,135,6479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABarppaaa",NA,176,10403,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ABarppaaaa","ADEshL",234,10403,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABarppaaap","H2L",234,10403,NA,NA,NA,NA,NA,0,0,1,0,1,NA,NA,NA,NA,NA
"ABarppaap",NA,176,11084,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
"ABarppaapa","hyp7",227,11084,NA,NA,NA,NA,NA,1,0,0,1,1,NA,NA,NA,NA,NA
"ABarppaapp",NA,227,11084,NA,NA,NA,NA,NA,0,0,0,1,1,NA,NA,NA,NA,NA
"ABarppaappa","ALML",400,11084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABarppaappp","BDUL",400,11084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABarppap",NA,135,6023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABarppapa",NA,178,11281,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"ABarppapaa","V1L",235,11281,NA,NA,NA,NA,NA,NA,1,0,1,0,NA,NA,NA,NA,NA
"ABarppapap","V2L",235,11281,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,NA,NA,NA,NA
"ABarppapp",NA,178,10927,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"ABarppappa","V4L",236,10927,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA
"ABarppappp","V6L",236,10927,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA
"ABarppp",NA,105,2880,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ABarpppa",NA,135,6272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABarpppaa",NA,175,9535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABarpppaaa","ADEshR",231,9535,NA,NA,NA,NA,NA,1,0,0,1,1,NA,NA,NA,NA,NA
"ABarpppaap","H2R",231,9535,NA,NA,NA,NA,NA,0,1,1,1,0,NA,NA,NA,NA,NA
"ABarpppap",NA,175,10457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ABarpppapa","hyp7",226,10457,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABarpppapp",NA,226,10457,NA,NA,NA,NA,NA,1,0,1,1,1,NA,NA,NA,NA,NA
"ABarpppappa","ALMR",400,10457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABarpppappp","BDUR",400,10457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABarpppp",NA,135,6285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABarppppa",NA,177,9874,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
"ABarppppaa","V1R",232,10693,NA,NA,NA,NA,NA,0,0,NA,NA,1,NA,NA,NA,NA,NA
"ABarppppap","V2R",232,9874,NA,NA,NA,NA,NA,0,0,NA,NA,1,NA,NA,NA,NA,NA
"ABarppppp",NA,177,10020,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
"ABarpppppa","V4R",234,10020,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA
"ABarpppppp","V6R",234,10020,NA,NA,NA,NA,NA,0,0,NA,NA,1,NA,NA,NA,NA,NA
"ABp",NA,19,1308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABpl",NA,43,1609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABpla",NA,56,1813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABplaa",NA,74,1813,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ABplaaa",NA,102,2219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABplaaaa",NA,133,7748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABplaaaaa",NA,171,13039,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ABplaaaaaa",NA,224,13039,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0
"ABplaaaaaaa","URADL",317,13039,NA,NA,NA,NA,NA,0,0,NA,1,0,NA,NA,NA,NA,NA
"ABplaaaaaap","CEMDL",317,13039,NA,NA,NA,NA,NA,0,0,NA,1,0,NA,NA,NA,NA,NA
"ABplaaaaap",NA,224,13039,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
"ABplaaaaapa","death",289,13039,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABplaaaaapp",NA,289,13039,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"ABplaaaaappa","CEPDL",400,13039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABplaaaaappp","URXL",400,13039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABplaaaap",NA,171,12776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABplaaaapa","hyp6",223,13520,NA,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,NA,NA
"ABplaaaapp","hyp6",223,14071,NA,NA,NA,NA,NA,0,0,0,1,1,NA,NA,NA,NA,NA
"ABplaaap",NA,133,6765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABplaaapa",NA,172,12903,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
"ABplaaapaa","XXXL",229,12903,NA,NA,NA,NA,NA,1,0,0,1,1,NA,NA,NA,NA,NA
"ABplaaapap","hyp5",229,15266,NA,NA,NA,NA,NA,0,0,0,1,1,NA,NA,NA,NA,NA
"ABplaaapp",NA,172,14335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABplaaappa","HOL",223,14335,NA,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,NA,NA
"ABplaaappp","H1L",223,15232,NA,NA,NA,NA,NA,1,0,0,0,0,NA,NA,NA,NA,NA
"ABplaap",NA,102,2533,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ABplaapa",NA,132,7553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABplaapaa",NA,171,13832,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ABplaapaaa",NA,222,13832,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABplaapaaaa","hyp3",307,13832,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABplaapaaap","ILsoDL",307,13832,NA,NA,NA,NA,NA,1,0,0,1,0,NA,NA,NA,NA,NA
"ABplaapaap",NA,222,13832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABplaapaapa","URBL",295,13832,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABplaapaapp","AMshL",295,13832,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABplaapap",NA,171,12658,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ABplaapapa",NA,221,12658,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ABplaapapaa","AWAL",308,12658,NA,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,NA,NA
"ABplaapapap","ASGL",308,12658,NA,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,NA,NA
"ABplaapapp",NA,221,12658,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ABplaapappa","AIBL",285,12658,NA,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,NA,NA
"ABplaapappp",NA,285,12658,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"ABplaapapppa","ASIL",400,12658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABplaapapppp","death",400,12658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABplaapp",NA,132,7948,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
"ABplaappa",NA,167,15298,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ABplaappaa","hyp4",221,15298,NA,NA,NA,NA,NA,0,1,0,1,1,NA,NA,NA,NA,NA
"ABplaappap","hyp6",221,17924,NA,NA,NA,NA,NA,0,0,0,1,1,NA,NA,NA,NA,NA
"ABplaappp",NA,167,19530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABplaapppa","hyp7",214,20502,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABplaapppp","hyp7",214,22215,NA,NA,NA,NA,NA,0,1,0,0,0,NA,NA,NA,NA,NA
"ABplap",NA,74,1813,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ABplapa",NA,102,2582,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ABplapaa",NA,132,7512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABplapaaa",NA,172,10372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABplapaaaa",NA,222,10372,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ABplapaaaaa","death",302,10372,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABplapaaaap",NA,302,10372,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"ABplapaaaapa","ADEL",400,10372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABplapaaaapp","ADAL",400,10372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABplapaaap",NA,222,10372,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ABplapaaapa",NA,300,10372,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABplapaaapad","FLPL",400,10372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABplapaaapav","AIZL",400,10372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABplapaaapp","RMGL",300,10372,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABplapaap",NA,172,11113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABplapaapa","G2",227,11113,NA,NA,NA,NA,NA,0,0,0,1,1,NA,NA,NA,NA,NA
"ABplapaapp","P1/2L",227,12810,NA,NA,NA,NA,NA,0,1,0,1,0,NA,NA,NA,NA,NA
"ABplapap",NA,132,7499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABplapapa",NA,168,12309,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"ABplapapaa",NA,219,14144,NA,NA,NA,NA,NA,1,0,0,1,1,NA,NA,NA,NA,NA
"ABplapapaaa","QL",400,14144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABplapapaap","V5L",400,14144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABplapapap","P9/10L",219,15878,NA,NA,NA,NA,NA,1,0,0,1,1,NA,NA,NA,NA,NA
"ABplapapp",NA,168,12797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABplapappa","P11",216,15497,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA
"ABplapappp",NA,216,13727,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABplapapppa","death",305,13727,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABplapapppp",NA,305,13727,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA,NA
"ABplapappppa",NA,NA,13727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABplapappppaa","PLML",400,13727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABplapappppap","ALNL",400,13727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABplapappppp","death",400,13727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABplapp",NA,102,3014,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ABplappa",NA,133,8239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABplappaa",NA,172,17714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABplappaaa","P3/4L",222,17714,NA,NA,NA,NA,NA,0,0,0,1,1,NA,NA,NA,NA,NA
"ABplappaap","P5/6L",222,17714,NA,NA,NA,NA,NA,1,0,0,1,1,NA,NA,NA,NA,NA
"ABplappap",NA,172,17140,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0
"ABplappapa","V3L",222,17140,NA,NA,NA,NA,NA,1,0,0,1,1,NA,NA,NA,NA,NA
"ABplappapp","P7/8L",222,17140,NA,NA,NA,NA,NA,1,0,0,1,0,NA,NA,NA,NA,NA
"ABplappp",NA,133,8658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABplapppa",NA,174,12558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABplapppaa",NA,230,12558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABplapppaaa","PVQL",326,12558,NA,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA
"ABplapppaap","death",326,12558,NA,NA,NA,NA,NA,0,0,0,1,1,NA,NA,NA,NA,NA
"ABplapppap",NA,230,12558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABplapppapa","death",301,12558,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABplapppapp",NA,301,12558,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA,NA
"ABplapppappa","HSNL",400,12558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABplapppappp","PHBL",400,12558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABplapppp",NA,174,13081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABplappppa","hyp7",230,13081,NA,NA,NA,NA,NA,1,0,0,0,1,NA,NA,NA,NA,NA
"ABplappppp","TL",230,13081,NA,NA,NA,NA,NA,0,1,0,0,1,NA,NA,NA,NA,NA
"ABplp",NA,56,1868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABplpa",NA,75,2137,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ABplpaa",NA,103,3629,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"ABplpaaa",NA,135,9418,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"ABplpaaaa",NA,173,9418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABplpaaaaa",NA,220,9418,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ABplpaaaaaa","SAAVL",299,9418,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABplpaaaaap","AWCL",299,9418,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABplpaaaap",NA,220,9418,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ABplpaaaapa","exc_duct",290,9418,NA,NA,NA,NA,NA,0,1,0,1,0,NA,NA,NA,NA,NA
"ABplpaaaapp","DB1/3",290,9418,NA,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,NA,NA
"ABplpaaap",NA,173,9418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABplpaaapa",NA,222,9418,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"ABplpaaapaa","URAVL",317,9418,NA,NA,NA,NA,NA,0,1,0,0,0,NA,NA,NA,NA,NA
"ABplpaaapap","CEPshVL",317,9418,NA,NA,NA,NA,NA,0,1,1,0,0,NA,NA,NA,NA,NA
"ABplpaaapp",NA,222,9418,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"ABplpaaappa",NA,290,9418,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"ABplpaaappaa","OLQVL",400,9418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABplpaaappap","death",400,9418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABplpaaappp","URYVL",290,9418,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABplpaap",NA,135,8948,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ABplpaapa",NA,172,11361,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ABplpaapaa",NA,222,11361,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ABplpaapaaa","RIVL",300,11361,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABplpaapaap","AVBL",300,11361,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABplpaapap",NA,222,11361,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"ABplpaapapa","AMsoL",299,11361,NA,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,NA,NA
"ABplpaapapp","CEMVL",299,11361,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABplpaapp",NA,172,10112,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABplpaappa",NA,219,10112,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
"ABplpaappaa","ASHL",293,10112,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABplpaappap","RIBL",293,10112,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABplpaappp",NA,219,10112,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ABplpaapppa","AIML",289,10112,NA,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,NA,NA
"ABplpaapppp",NA,289,10112,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
"ABplpaappppa","CEPVL",400,10112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABplpaappppp","death",400,10112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABplpap",NA,103,4998,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ABplpapa",NA,133,8835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABplpapaa",NA,171,8835,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABplpapaaa",NA,224,8835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABplpapaaaa","SMDDL",304,8835,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABplpapaaap","AIYL",304,8835,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABplpapaap",NA,224,8835,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"ABplpapaapa","SIADL",305,8835,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABplpapaapp","SIBVL",305,8835,NA,NA,NA,NA,NA,0,0,0,1,1,NA,NA,NA,NA,NA
"ABplpapap",NA,171,8835,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"ABplpapapa",NA,221,8835,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABplpapapaa","exc_gl_L",291,8835,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABplpapapap","AVKL",291,8835,NA,NA,NA,NA,NA,0,1,0,0,0,NA,NA,NA,NA,NA
"ABplpapapp",NA,221,8835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABplpapappa","SIAVL",293,8835,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABplpapappp","DB5",293,8835,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABplpapp",NA,133,10226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABplpappa",NA,168,10226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABplpappaa",NA,213,10226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABplpappaaa","RMEV",268,10226,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABplpappaap","exc_cell",268,10226,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABplpappap","death",213,10226,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABplpappp",NA,168,10226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABplpapppa",NA,222,10226,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ABplpapppaa","K",299,10226,NA,NA,NA,NA,NA,0,1,0,1,1,NA,NA,NA,NA,NA
"ABplpapppap","K'",299,10226,NA,NA,NA,NA,NA,0,1,0,1,0,NA,NA,NA,NA,NA
"ABplpapppp",NA,222,10226,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"ABplpappppa","PVT",304,10226,NA,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,NA,NA
"ABplpappppp","rect_D",304,10226,NA,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,NA,NA
"ABplpp",NA,75,1868,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ABplppa",NA,104,3146,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"ABplppaa",NA,136,8919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABplppaaa",NA,179,8919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABplppaaaa",NA,235,8919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABplppaaaaa","SIBDL",297,8919,NA,NA,NA,NA,NA,0,0,1,1,0,NA,NA,NA,NA,NA
"ABplppaaaap",NA,297,8919,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA
"ABplppaaaapa","death",400,8919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABplppaaaapp","RICL",400,8919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABplppaaap","death",235,8919,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABplppaap",NA,179,8919,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ABplppaapa",NA,231,8919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABplppaapaa","death",317,8919,NA,NA,NA,NA,NA,0,0,1,0,0,NA,NA,NA,NA,NA
"ABplppaapap","RIML",317,8919,NA,NA,NA,NA,NA,0,1,1,0,0,NA,NA,NA,NA,NA
"ABplppaapp",NA,231,8919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABplppaappa","AIAL",310,8919,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA
"ABplppaappp","DB6",310,8919,NA,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,NA,NA
"ABplppap",NA,136,9169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABplppapa",NA,176,9169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
